comunidades_y_ciudades_autonomas,divisiones_coicop,anno,total
Cataluña,P.Consumo final efectivo de los hogares,2016,135176630
Cataluña,P.Consumo final efectivo de los hogares,2015,131995728
Cataluña,P.Consumo final efectivo de los hogares,2014,127469198
Comunitat Valenciana,Alimentos y bebidas no alcohólicas,2020,10248943
Comunitat Valenciana,Alimentos y bebidas no alcohólicas,2019,9963135
Comunitat Valenciana,Alimentos y bebidas no alcohólicas,2018,9718595
Comunitat Valenciana,Alimentos y bebidas no alcohólicas,2017,9293258
Comunitat Valenciana,Alimentos y bebidas no alcohólicas,2016,9136424
Comunitat Valenciana,Alimentos y bebidas no alcohólicas,2015,9034977
Comunitat Valenciana,Alimentos y bebidas no alcohólicas,2014,8968784
Comunitat Valenciana,"Bebidas alcohólicas, tabaco y narcóticos",2020,3364517
Comunitat Valenciana,"Bebidas alcohólicas, tabaco y narcóticos",2019,3303317
Comunitat Valenciana,"Bebidas alcohólicas, tabaco y narcóticos",2018,3240617
Comunitat Valenciana,"Bebidas alcohólicas, tabaco y narcóticos",2017,3224546
Comunitat Valenciana,"Bebidas alcohólicas, tabaco y narcóticos",2016,3169879
Comunitat Valenciana,"Bebidas alcohólicas, tabaco y narcóticos",2015,2982875
Comunitat Valenciana,"Bebidas alcohólicas, tabaco y narcóticos",2014,3017517
Comunitat Valenciana,Artículos de vestir y calzado,2020,2187937
Comunitat Valenciana,Artículos de vestir y calzado,2019,3270439
Comunitat Valenciana,Artículos de vestir y calzado,2018,3172990
Comunitat Valenciana,Artículos de vestir y calzado,2017,3214770
Comunitat Valenciana,Artículos de vestir y calzado,2016,3150001
Comunitat Valenciana,Artículos de vestir y calzado,2015,2995070
Comunitat Valenciana,Artículos de vestir y calzado,2014,2888730
Comunitat Valenciana,"Vivienda, agua, electricidad, gas y otros combustibles",2020,16060617
Comunitat Valenciana,"Vivienda, agua, electricidad, gas y otros combustibles",2019,16474469
Comunitat Valenciana,"Vivienda, agua, electricidad, gas y otros combustibles",2018,16081670
Comunitat Valenciana,"Vivienda, agua, electricidad, gas y otros combustibles",2017,15694860
Comunitat Valenciana,"Vivienda, agua, electricidad, gas y otros combustibles",2016,15273351
Comunitat Valenciana,"Vivienda, agua, electricidad, gas y otros combustibles",2015,15104532
Comunitat Valenciana,"Vivienda, agua, electricidad, gas y otros combustibles",2014,15259954
Comunitat Valenciana,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2020,3214276
Comunitat Valenciana,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2019,3859227
Comunitat Valenciana,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2018,3873678
Comunitat Valenciana,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2017,3745334
Comunitat Valenciana,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2016,3490384
Comunitat Valenciana,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2015,3267191
Comunitat Valenciana,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2014,3023584
Comunitat Valenciana,Salud,2020,3297231
Comunitat Valenciana,Salud,2019,3525173
Comunitat Valenciana,Salud,2018,3343708
Comunitat Valenciana,Salud,2017,3135226
Comunitat Valenciana,Salud,2016,2894926
Comunitat Valenciana,Salud,2015,2821388
Comunitat Valenciana,Salud,2014,2730236
Comunitat Valenciana,Transporte,2020,6808180
Comunitat Valenciana,Transporte,2019,9899738
Comunitat Valenciana,Transporte,2018,9838443
Comunitat Valenciana,Transporte,2017,9303379
Comunitat Valenciana,Transporte,2016,8398125
Comunitat Valenciana,Transporte,2015,8021044
Comunitat Valenciana,Transporte,2014,7779396
Comunitat Valenciana,Comunicaciones,2020,1756659
Comunitat Valenciana,Comunicaciones,2019,1868977
Comunitat Valenciana,Comunicaciones,2018,1877002
Comunitat Valenciana,Comunicaciones,2017,1803468
Comunitat Valenciana,Comunicaciones,2016,1713210
Comunitat Valenciana,Comunicaciones,2015,1593176
Comunitat Valenciana,Comunicaciones,2014,1610325
Comunitat Valenciana,"Ocio, espectáculos y cultura",2020,3920303
Comunitat Valenciana,"Ocio, espectáculos y cultura",2019,6195782
Comunitat Valenciana,"Ocio, espectáculos y cultura",2018,5867692
Comunitat Valenciana,"Ocio, espectáculos y cultura",2017,5545508
Comunitat Valenciana,"Ocio, espectáculos y cultura",2016,5210337
Comunitat Valenciana,"Ocio, espectáculos y cultura",2015,4799436
Comunitat Valenciana,"Ocio, espectáculos y cultura",2014,4585887
Comunitat Valenciana,Educación,2020,1148061
Comunitat Valenciana,Educación,2019,1185157
Comunitat Valenciana,Educación,2018,1168640
Comunitat Valenciana,Educación,2017,1156921
Comunitat Valenciana,Educación,2016,1142138
Comunitat Valenciana,Educación,2015,1119275
Comunitat Valenciana,Educación,2014,1147007
Comunitat Valenciana,"Hoteles, cafés y restaurantes",2020,7143104
Comunitat Valenciana,"Hoteles, cafés y restaurantes",2019,13606094
Comunitat Valenciana,"Hoteles, cafés y restaurantes",2018,12722013
Comunitat Valenciana,"Hoteles, cafés y restaurantes",2017,12349803
Comunitat Valenciana,"Hoteles, cafés y restaurantes",2016,11295657
Comunitat Valenciana,"Hoteles, cafés y restaurantes",2015,11393685
Comunitat Valenciana,"Hoteles, cafés y restaurantes",2014,10641535
Comunitat Valenciana,Otros bienes y servicios,2020,6673741
Comunitat Valenciana,Otros bienes y servicios,2019,7191675
Comunitat Valenciana,Otros bienes y servicios,2018,6996423
Comunitat Valenciana,Otros bienes y servicios,2017,6535149
Comunitat Valenciana,Otros bienes y servicios,2016,6292363
Comunitat Valenciana,Otros bienes y servicios,2015,5888721
Comunitat Valenciana,Otros bienes y servicios,2014,5862244
Comunitat Valenciana,Total gasto en consumo final de los hogares interior,2020,65823569
Comunitat Valenciana,Total gasto en consumo final de los hogares interior,2019,80343183
Comunitat Valenciana,Total gasto en consumo final de los hogares interior,2018,77901471
Comunitat Valenciana,Total gasto en consumo final de los hogares interior,2017,75002222
Comunitat Valenciana,Total gasto en consumo final de los hogares interior,2016,71166795
Comunitat Valenciana,Total gasto en consumo final de los hogares interior,2015,69021370
Comunitat Valenciana,Total gasto en consumo final de los hogares interior,2014,67515199
Comunitat Valenciana,P.Gasto en consumo final de los hogares,2020,62189125
Comunitat Valenciana,P.Gasto en consumo final de los hogares,2019,69454300
Comunitat Valenciana,P.Gasto en consumo final de los hogares,2018,67562359
Comunitat Valenciana,P.Gasto en consumo final de los hogares,2017,65137203
Comunitat Valenciana,P.Gasto en consumo final de los hogares,2016,62339524
Comunitat Valenciana,P.Gasto en consumo final de los hogares,2015,61799172
Comunitat Valenciana,P.Gasto en consumo final de los hogares,2014,60658407
Comunitat Valenciana,P.Consumo final efectivo de los hogares,2020,78533983
Comunitat Valenciana,P.Consumo final efectivo de los hogares,2019,84952596
Comunitat Valenciana,P.Consumo final efectivo de los hogares,2018,82378173
Comunitat Valenciana,P.Consumo final efectivo de los hogares,2017,79209092
Comunitat Valenciana,P.Consumo final efectivo de los hogares,2016,76095854
Comunitat Valenciana,P.Consumo final efectivo de los hogares,2015,75172064
Comunitat Valenciana,P.Consumo final efectivo de los hogares,2014,73424795
Extremadura,Alimentos y bebidas no alcohólicas,2020,1910446
Extremadura,Alimentos y bebidas no alcohólicas,2019,1733436
Extremadura,Alimentos y bebidas no alcohólicas,2018,1715007
Extremadura,Alimentos y bebidas no alcohólicas,2017,1674294
Extremadura,Alimentos y bebidas no alcohólicas,2016,1681686
Extremadura,Alimentos y bebidas no alcohólicas,2015,1773026
Extremadura,Alimentos y bebidas no alcohólicas,2014,1699284
Extremadura,"Bebidas alcohólicas, tabaco y narcóticos",2020,633449
Extremadura,"Bebidas alcohólicas, tabaco y narcóticos",2019,594799
Extremadura,"Bebidas alcohólicas, tabaco y narcóticos",2018,626220
Extremadura,"Bebidas alcohólicas, tabaco y narcóticos",2017,636799
Extremadura,"Bebidas alcohólicas, tabaco y narcóticos",2016,616610
Extremadura,"Bebidas alcohólicas, tabaco y narcóticos",2015,546005
Extremadura,"Bebidas alcohólicas, tabaco y narcóticos",2014,549491
Extremadura,Artículos de vestir y calzado,2020,405556
Extremadura,Artículos de vestir y calzado,2019,555922
Extremadura,Artículos de vestir y calzado,2018,572298
Extremadura,Artículos de vestir y calzado,2017,606314
Extremadura,Artículos de vestir y calzado,2016,615682
Extremadura,Artículos de vestir y calzado,2015,584466
Extremadura,Artículos de vestir y calzado,2014,578479
Extremadura,"Vivienda, agua, electricidad, gas y otros combustibles",2020,2768720
Extremadura,"Vivienda, agua, electricidad, gas y otros combustibles",2019,2871583
Extremadura,"Vivienda, agua, electricidad, gas y otros combustibles",2018,2847998
Extremadura,"Vivienda, agua, electricidad, gas y otros combustibles",2017,2820194
Extremadura,"Vivienda, agua, electricidad, gas y otros combustibles",2016,2772956
Extremadura,"Vivienda, agua, electricidad, gas y otros combustibles",2015,2779960
Extremadura,"Vivienda, agua, electricidad, gas y otros combustibles",2014,2801508
Extremadura,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2020,526896
Extremadura,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2019,572601
Extremadura,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2018,575084
Extremadura,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2017,575496
Extremadura,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2016,560477
Extremadura,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2015,539465
Extremadura,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2014,523838
Extremadura,Salud,2020,604113
Extremadura,Salud,2019,645877
Extremadura,Salud,2018,624980
Extremadura,Salud,2017,608081
Extremadura,Salud,2016,586675
Extremadura,Salud,2015,582783
Extremadura,Salud,2014,554728
Extremadura,Transporte,2020,1254117
Extremadura,Transporte,2019,1643290
Extremadura,Transporte,2018,1647712
Extremadura,Transporte,2017,1589067
Extremadura,Transporte,2016,1450060
Extremadura,Transporte,2015,1423500
Extremadura,Transporte,2014,1325311
Extremadura,Comunicaciones,2020,347486
Extremadura,Comunicaciones,2019,359024
Extremadura,Comunicaciones,2018,367537
Extremadura,Comunicaciones,2017,354921
Extremadura,Comunicaciones,2016,343606
Extremadura,Comunicaciones,2015,314948
Extremadura,Comunicaciones,2014,319843
Extremadura,"Ocio, espectáculos y cultura",2020,561178
Extremadura,"Ocio, espectáculos y cultura",2019,815294
Extremadura,"Ocio, espectáculos y cultura",2018,769484
Extremadura,"Ocio, espectáculos y cultura",2017,746028
Extremadura,"Ocio, espectáculos y cultura",2016,714049
Extremadura,"Ocio, espectáculos y cultura",2015,700317
Extremadura,"Ocio, espectáculos y cultura",2014,667828
Extremadura,Educación,2020,168721
Extremadura,Educación,2019,179039
Extremadura,Educación,2018,179269
Extremadura,Educación,2017,180003
Extremadura,Educación,2016,178101
Extremadura,Educación,2015,172447
Extremadura,Educación,2014,175694
Extremadura,"Hoteles, cafés y restaurantes",2020,946484
Extremadura,"Hoteles, cafés y restaurantes",2019,1563726
Extremadura,"Hoteles, cafés y restaurantes",2018,1548615
Extremadura,"Hoteles, cafés y restaurantes",2017,1578551
Extremadura,"Hoteles, cafés y restaurantes",2016,1489995
Extremadura,"Hoteles, cafés y restaurantes",2015,1331600
Extremadura,"Hoteles, cafés y restaurantes",2014,1212735
Extremadura,Otros bienes y servicios,2020,1095855
Extremadura,Otros bienes y servicios,2019,1142917
Extremadura,Otros bienes y servicios,2018,1092345
Extremadura,Otros bienes y servicios,2017,1047582
Extremadura,Otros bienes y servicios,2016,1037194
Extremadura,Otros bienes y servicios,2015,963408
Extremadura,Otros bienes y servicios,2014,943196
Extremadura,Total gasto en consumo final de los hogares interior,2020,11223021
Extremadura,Total gasto en consumo final de los hogares interior,2019,12677508
Extremadura,Total gasto en consumo final de los hogares interior,2018,12566549
Extremadura,Total gasto en consumo final de los hogares interior,2017,12417330
Extremadura,Total gasto en consumo final de los hogares interior,2016,12047091
Extremadura,Total gasto en consumo final de los hogares interior,2015,11711925
Extremadura,Total gasto en consumo final de los hogares interior,2014,11351935
Extremadura,P.Gasto en consumo final de los hogares,2020,10870486
Extremadura,P.Gasto en consumo final de los hogares,2019,12235356
Extremadura,P.Gasto en consumo final de los hogares,2018,12158892
Extremadura,P.Gasto en consumo final de los hogares,2017,11961430
Extremadura,P.Gasto en consumo final de los hogares,2016,11569650
Extremadura,P.Gasto en consumo final de los hogares,2015,11184815
Extremadura,P.Gasto en consumo final de los hogares,2014,11157077
Extremadura,P.Consumo final efectivo de los hogares,2020,14852516
Extremadura,P.Consumo final efectivo de los hogares,2019,16063228
Extremadura,P.Consumo final efectivo de los hogares,2018,15825055
Extremadura,P.Consumo final efectivo de los hogares,2017,15563677
Extremadura,P.Consumo final efectivo de los hogares,2016,15154459
Extremadura,P.Consumo final efectivo de los hogares,2015,14660875
Extremadura,P.Consumo final efectivo de los hogares,2014,14517676
Galicia,Alimentos y bebidas no alcohólicas,2020,5900741
Galicia,Alimentos y bebidas no alcohólicas,2019,5378681
Galicia,Alimentos y bebidas no alcohólicas,2018,5375151
Galicia,Alimentos y bebidas no alcohólicas,2017,5271624
Galicia,Alimentos y bebidas no alcohólicas,2016,5296804
Galicia,Alimentos y bebidas no alcohólicas,2015,5509763
Galicia,Alimentos y bebidas no alcohólicas,2014,5392332
Galicia,"Bebidas alcohólicas, tabaco y narcóticos",2020,1539754
Galicia,"Bebidas alcohólicas, tabaco y narcóticos",2019,1427025
Galicia,"Bebidas alcohólicas, tabaco y narcóticos",2018,1422240
Galicia,"Bebidas alcohólicas, tabaco y narcóticos",2017,1417068
Galicia,"Bebidas alcohólicas, tabaco y narcóticos",2016,1463914
Galicia,"Bebidas alcohólicas, tabaco y narcóticos",2015,1421797
Galicia,"Bebidas alcohólicas, tabaco y narcóticos",2014,1372456
Galicia,Artículos de vestir y calzado,2020,1277296
Galicia,Artículos de vestir y calzado,2019,1789036
Galicia,Artículos de vestir y calzado,2018,1763962
Galicia,Artículos de vestir y calzado,2017,1828651
Galicia,Artículos de vestir y calzado,2016,1834619
Galicia,Artículos de vestir y calzado,2015,1814298
Galicia,Artículos de vestir y calzado,2014,1726475
Galicia,"Vivienda, agua, electricidad, gas y otros combustibles",2020,8041649
Galicia,"Vivienda, agua, electricidad, gas y otros combustibles",2019,8221405
Galicia,"Vivienda, agua, electricidad, gas y otros combustibles",2018,8106061
Galicia,"Vivienda, agua, electricidad, gas y otros combustibles",2017,7945730
Galicia,"Vivienda, agua, electricidad, gas y otros combustibles",2016,7767677
Galicia,"Vivienda, agua, electricidad, gas y otros combustibles",2015,7761056
Galicia,"Vivienda, agua, electricidad, gas y otros combustibles",2014,7737624
Galicia,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2020,1675577
Galicia,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2019,1838817
Galicia,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2018,1858855
Galicia,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2017,1852151
Galicia,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2016,1822242
Galicia,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2015,1755973
Galicia,"Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2014,1678424
Galicia,Salud,2020,1744382
Galicia,Salud,2019,1832103
Galicia,Salud,2018,1733290
Galicia,Salud,2017,1672404
Galicia,Salud,2016,1511950
Galicia,Salud,2015,1578268
Galicia,Salud,2014,1565182
Galicia,Transporte,2020,3749031
Galicia,Transporte,2019,4875813
Galicia,Transporte,2018,4858228
Galicia,Transporte,2017,4694399
Galicia,Transporte,2016,4334073
Galicia,Transporte,2015,4160593
Galicia,Transporte,2014,4226558
Galicia,Comunicaciones,2020,979573
Galicia,Comunicaciones,2019,992615
Galicia,Comunicaciones,2018,993405
Galicia,Comunicaciones,2017,952644
Galicia,Comunicaciones,2016,900792
Galicia,Comunicaciones,2015,861331
Galicia,Comunicaciones,2014,836034
Galicia,"Ocio, espectáculos y cultura",2020,1695828
Galicia,"Ocio, espectáculos y cultura",2019,2520546
Galicia,"Ocio, espectáculos y cultura",2018,2451480
Galicia,"Ocio, espectáculos y cultura",2017,2384737
Galicia,"Ocio, espectáculos y cultura",2016,2203586
Galicia,"Ocio, espectáculos y cultura",2015,2155008
Galicia,"Ocio, espectáculos y cultura",2014,1941637
Galicia,Educación,2020,453718
Galicia,Educación,2019,474741
Galicia,Educación,2018,470198
Galicia,Educación,2017,467319
Galicia,Educación,2016,461368
Galicia,Educación,2015,448923
Galicia,Educación,2014,459194
Galicia,"Hoteles, cafés y restaurantes",2020,2850352
Galicia,"Hoteles, cafés y restaurantes",2019,5044247
Galicia,"Hoteles, cafés y restaurantes",2018,4997492
Galicia,"Hoteles, cafés y restaurantes",2017,4884846
Galicia,"Hoteles, cafés y restaurantes",2016,4392763
Galicia,"Hoteles, cafés y restaurantes",2015,4292889
Galicia,"Hoteles, cafés y restaurantes",2014,3953122
Galicia,Otros bienes y servicios,2020,3162196
Galicia,Otros bienes y servicios,2019,3428027
Galicia,Otros bienes y servicios,2018,3290934
Galicia,Otros bienes y servicios,2017,3180601
Galicia,Otros bienes y servicios,2016,3071449
Galicia,Otros bienes y servicios,2015,2858518
Galicia,Otros bienes y servicios,2014,2906184
Galicia,Total gasto en consumo final de los hogares interior,2020,33070097
Galicia,Total gasto en consumo final de los hogares interior,2019,37823056
Galicia,Total gasto en consumo final de los hogares interior,2018,37321296
Galicia,Total gasto en consumo final de los hogares interior,2017,36552174
Galicia,Total gasto en consumo final de los hogares interior,2016,35061237
Galicia,Total gasto en consumo final de los hogares interior,2015,34618417
Galicia,Total gasto en consumo final de los hogares interior,2014,33795222
Galicia,P.Gasto en consumo final de los hogares,2020,32214797
Galicia,P.Gasto en consumo final de los hogares,2019,36750988
Galicia,P.Gasto en consumo final de los hogares,2018,36288763
Galicia,P.Gasto en consumo final de los hogares,2017,35535094
Galicia,P.Gasto en consumo final de los hogares,2016,34164598
Galicia,P.Gasto en consumo final de los hogares,2015,33851099
Galicia,P.Gasto en consumo final de los hogares,2014,32963103
Galicia,P.Consumo final efectivo de los hogares,2020,41476959
Galicia,P.Consumo final efectivo de los hogares,2019,45586720
Galicia,P.Consumo final efectivo de los hogares,2018,44674615
Galicia,P.Consumo final efectivo de los hogares,2017,43693422
Galicia,P.Consumo final efectivo de los hogares,2016,42112127
Galicia,P.Consumo final efectivo de los hogares,2015,41600103
Galicia,P.Consumo final efectivo de los hogares,2014,40444179
"Madrid, Comunidad de",Alimentos y bebidas no alcohólicas,2020,13325360
"Madrid, Comunidad de",Alimentos y bebidas no alcohólicas,2019,12186206
"Madrid, Comunidad de",Alimentos y bebidas no alcohólicas,2018,11820086
"Madrid, Comunidad de",Alimentos y bebidas no alcohólicas,2017,11139471
"Madrid, Comunidad de",Alimentos y bebidas no alcohólicas,2016,11038028
"Madrid, Comunidad de",Alimentos y bebidas no alcohólicas,2015,10881329
"Madrid, Comunidad de",Alimentos y bebidas no alcohólicas,2014,10365065
"Madrid, Comunidad de","Bebidas alcohólicas, tabaco y narcóticos",2020,3797180
"Madrid, Comunidad de","Bebidas alcohólicas, tabaco y narcóticos",2019,3622438
"Madrid, Comunidad de","Bebidas alcohólicas, tabaco y narcóticos",2018,3570853
"Madrid, Comunidad de","Bebidas alcohólicas, tabaco y narcóticos",2017,3517151
"Madrid, Comunidad de","Bebidas alcohólicas, tabaco y narcóticos",2016,3485374
"Madrid, Comunidad de","Bebidas alcohólicas, tabaco y narcóticos",2015,3339521
"Madrid, Comunidad de","Bebidas alcohólicas, tabaco y narcóticos",2014,3306515
"Madrid, Comunidad de",Artículos de vestir y calzado,2020,2932918
"Madrid, Comunidad de",Artículos de vestir y calzado,2019,3901943
"Madrid, Comunidad de",Artículos de vestir y calzado,2018,3865265
"Madrid, Comunidad de",Artículos de vestir y calzado,2017,3984355
"Madrid, Comunidad de",Artículos de vestir y calzado,2016,4037264
"Madrid, Comunidad de",Artículos de vestir y calzado,2015,3733191
"Madrid, Comunidad de",Artículos de vestir y calzado,2014,3717312
"Madrid, Comunidad de","Vivienda, agua, electricidad, gas y otros combustibles",2020,25505013
"Madrid, Comunidad de","Vivienda, agua, electricidad, gas y otros combustibles",2019,25830211
"Madrid, Comunidad de","Vivienda, agua, electricidad, gas y otros combustibles",2018,25110376
"Madrid, Comunidad de","Vivienda, agua, electricidad, gas y otros combustibles",2017,24183252
"Madrid, Comunidad de","Vivienda, agua, electricidad, gas y otros combustibles",2016,23644609
"Madrid, Comunidad de","Vivienda, agua, electricidad, gas y otros combustibles",2015,23492755
"Madrid, Comunidad de","Vivienda, agua, electricidad, gas y otros combustibles",2014,23803134
"Madrid, Comunidad de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2020,4924092
"Madrid, Comunidad de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2019,5407889
"Madrid, Comunidad de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2018,5485429
"Madrid, Comunidad de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2017,5382849
"Madrid, Comunidad de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2016,5231754
"Madrid, Comunidad de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2015,4783234
"Madrid, Comunidad de","Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda",2014,4579102
"Madrid, Comunidad de",Salud,2020,5017336
"Madrid, Comunidad de",Salud,2019,5089362
"Madrid, Comunidad de",Salud,2018,4806440
"Madrid, Comunidad de",Salud,2017,4549844
"Madrid, Comunidad de",Salud,2016,4050049
"Madrid, Comunidad de",Salud,2015,4047611
"Madrid, Comunidad de",Salud,2014,3967133
"Madrid, Comunidad de",Transporte,2020,10540316
"Madrid, Comunidad de",Transporte,2019,13890864
"Madrid, Comunidad de",Transporte,2018,13934557
"Madrid, Comunidad de",Transporte,2017,13148332
"Madrid, Comunidad de",Transporte,2016,11867943
"Madrid, Comunidad de",Transporte,2015,11672300
"Madrid, Comunidad de",Transporte,2014,11098338
"Madrid, Comunidad de",Comunicaciones,2020,2718214
"Madrid, Comunidad de",Comunicaciones,2019,2765455
"Madrid, Comunidad de",Comunicaciones,2018,2794210
"Madrid, Comunidad de",Comunicaciones,2017,2610925
"Madrid, Comunidad de",Comunicaciones,2016,2463873
"Madrid, Comunidad de",Comunicaciones,2015,2266205
"Madrid, Comunidad de",Comunicaciones,2014,2211222
"Madrid, Comunidad de","Ocio, espectáculos y cultura",2020,6513076
"Madrid, Comunidad de","Ocio, espectáculos y cultura",2019,10407987
"Madrid, Comunidad de","Ocio, espectáculos y cultura",2018,9856837
"Madrid, Comunidad de","Ocio, espectáculos y cultura",2017,9204914
"Madrid, Comunidad de","Ocio, espectáculos y cultura",2016,8559951
"Madrid, Comunidad de","Ocio, espectáculos y cultura",2015,7855928
"Madrid, Comunidad de","Ocio, espectáculos y cultura",2014,7451478
"Madrid, Comunidad de",Educación,2020,2225191
"Madrid, Comunidad de",Educación,2019,2264522
"Madrid, Comunidad de",Educación,2018,2222452
"Madrid, Comunidad de",Educación,2017,2188048
"Madrid, Comunidad de",Educación,2016,2153957
"Madrid, Comunidad de",Educación,2015,2136064
"Madrid, Comunidad de",Educación,2014,2163623
"Madrid, Comunidad de","Hoteles, cafés y restaurantes",2020,8204694
"Madrid, Comunidad de","Hoteles, cafés y restaurantes",2019,13076402
"Madrid, Comunidad de","Hoteles, cafés y restaurantes",2018,12831422
"Madrid, Comunidad de","Hoteles, cafés y restaurantes",2017,12119436
"Madrid, Comunidad de","Hoteles, cafés y restaurantes",2016,11302721
"Madrid, Comunidad de","Hoteles, cafés y restaurantes",2015,10576882
"Madrid, Comunidad de","Hoteles, cafés y restaurantes",2014,9746974
"Madrid, Comunidad de",Otros bienes y servicios,2020,13831196
"Madrid, Comunidad de",Otros bienes y servicios,2019,14279012
"Madrid, Comunidad de",Otros bienes y servicios,2018,13317075
"Madrid, Comunidad de",Otros bienes y servicios,2017,12022462
"Madrid, Comunidad de",Otros bienes y servicios,2016,11108775
"Madrid, Comunidad de",Otros bienes y servicios,2015,10014109
"Madrid, Comunidad de",Otros bienes y servicios,2014,9337728
"Madrid, Comunidad de",Total gasto en consumo final de los hogares interior,2020,99534586
"Madrid, Comunidad de",Total gasto en consumo final de los hogares interior,2019,112722291
"Madrid, Comunidad de",Total gasto en consumo final de los hogares interior,2018,109615002
"Madrid, Comunidad de",Total gasto en consumo final de los hogares interior,2017,104051039
"Madrid, Comunidad de",Total gasto en consumo final de los hogares interior,2016,98944298
"Madrid, Comunidad de",Total gasto en consumo final de los hogares interior,2015,94799129
"Madrid, Comunidad de",Total gasto en consumo final de los hogares interior,2014,91747624
"Madrid, Comunidad de",P.Gasto en consumo final de los hogares,2020,105950348
"Madrid, Comunidad de",P.Gasto en consumo final de los hogares,2019,122742484
"Madrid, Comunidad de",P.Gasto en consumo final de los hogares,2018,118591163
"Madrid, Comunidad de",P.Gasto en consumo final de los hogares,2017,113067129
"Madrid, Comunidad de",P.Gasto en consumo final de los hogares,2016,107019155
"Madrid, Comunidad de",P.Gasto en consumo final de los hogares,2015,102599223
"Madrid, Comunidad de",P.Gasto en consumo final de los hogares,2014,99427405
"Madrid, Comunidad de",P.Consumo final efectivo de los hogares,2020,126927662
"Madrid, Comunidad de",P.Consumo final efectivo de los hogares,2019,142183545
"Madrid, Comunidad de",P.Consumo final efectivo de los hogares,2018,136817425
"Madrid, Comunidad de",P.Consumo final efectivo de los hogares,2017,130723128
"Madrid, Comunidad de",P.Consumo final efectivo de los hogares,2016,124149972
"Madrid, Comunidad de",P.Consumo final efectivo de los hogares,2015,119676807
"Madrid, Comunidad de",P.Consumo final efectivo de los hogares,2014,115567005
"Murcia, Región de",Alimentos y bebidas no alcohólicas,2020,3067501
"Murcia, Región de",Alimentos y bebidas no alcohólicas,2019,2903308
"Murcia, Región de",Alimentos y bebidas no alcohólicas,2018,2889504
"Murcia, Región de",Alimentos y bebidas no alcohólicas,2017,2748231
"Murcia, Región de",Alimentos y bebidas no alcohólicas,2016,2683971
"Murcia, Región de",Alimentos y bebidas no alcohólicas,2015,2716236
"Murcia, Región de",Alimentos y bebidas no alcohólicas,2014,2604327
"Murcia, Región de","Bebidas alcohólicas, tabaco y narcóticos",2020,1028233
"Murcia, Región de","Bebidas alcohólicas, tabaco y narcóticos",2019,989146
"Murcia, Región de","Bebidas alcohólicas, tabaco y narcóticos",2018,1000537
"Murcia, Región de","Bebidas alcohólicas, tabaco y narcóticos",2017,979031
"Murcia, Región de","Bebidas alcohólicas, tabaco y narcóticos",2016,970452
"Murcia, Región de","Bebidas alcohólicas, tabaco y narcóticos",2015,916489
"Murcia, Región de","Bebidas alcohólicas, tabaco y narcóticos",2014,927757
"Murcia, Región de",Artículos de vestir y calzado,2020,669929
"Murcia, Región de",Artículos de vestir y calzado,2019,957350
"Murcia, Región de",Artículos de vestir y calzado,2018,941144
"Murcia, Región de",Artículos de vestir y calzado,2017,936693
"Murcia, Región de",Artículos de vestir y calzado,2016,923737
"Murcia, Región de",Artículos de vestir y calzado,2015,831458
"Murcia, Región de",Artículos de vestir y calzado,2014,806734
"Murcia, Región de","Vivienda, agua, electricidad, gas y otros combustibles",2020,4054135
"Murcia, Región de","Vivienda, agua, electricidad, gas y otros combustibles",2019,4119706
